Title,Image,Avatar_URL,crvsd,ui_header_link,default,phmbo,phmbo1,dmrsr,dmrsr2,dmrsr3,qwuub_URL,qwuub,tehyy,xcjrc,Rating
"The airline changed planes from the Boeing 787 to Boeing 737-800. Definitely a downgrade. Comparing the ticket prices, the route deserves a better (newer plane). There was little (NO) entertainment on this flight, even though the service and food were good. Needs a major improvement. What do you do on a 4 hour flight without entertainment???",https://media-cdn.tripadvisor.com/media/photo-o/0a/08/5c/8b/edwin-n.jpg,https://www.tripadvisor.com/Profile/edwinn2016,Edwin N wrote a review Dec 2018,Edwin N,,15 contributions,1 helpful vote,Nairobi - Johannesburg,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r640014187-Kenya_Airways-World.html,Needs to add value to the route.,Date of travel: November 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_30
"Travelled to Nairobi via Paris on an Air France booking - but flights operated by AirMalta and Kenyan Airways - inconvenient as had to get boarding passes from transfer desks with limited time frame - trip back even worse as had to check in again. But the flights were ok, the Dreamliner is a good spacious plane and the staff were very nice. Inflight entertainment was good. satisfied overall.",https://media-cdn.tripadvisor.com/media/photo-s/01/2a/fd/96/avatar.jpg,https://www.tripadvisor.com/Profile/680davidc680,david c wrote a review Dec 2018,david c,"Island of Malta, Malta",110 contributions,68 helpful votes,Valletta - Nairobi,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r639947002-Kenya_Airways-World.html,Business trip to Nairobi Kenya,Date of travel: December 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
"We recently flew with Kenya airlines and what a pleasant trip all round. All our flights were exactly on time, the airplanes in very good confition and clean. Staff were friendly, professional and helpful. The flights even had onboard entertainment. Highly recommend Kenya Airways. They have full right to call themselves, the Pride of Africa",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/de/5a/default-avatar-2020-36.jpg,https://www.tripadvisor.com/Profile/danetv2016,Danet V wrote a review Dec 2018,Danet V,"Johannesburg, South Africa",34 contributions,32 helpful votes,Johannesburg - Nairobi,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r639764150-Kenya_Airways-World.html,Pleasantly suprised,Date of travel: November 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"This is a long flight but a whole lot better than connecting through Europe or the Persian Gulf. If a flight is just going from point to point this is a fabulous flight. If a flight is an opportunity for an experience of any nature then there's not much about this flight that stands out. I should point out that the flight from Nairobi to New York, as the New York to Nairobi flight, was just about half or less than half empty. I had 3 seats to myself both ways so for me those flights were very comfortable but you can't depend on that. Shortly after takeoff from Nairobi we got a very meager dinner, arguably the least impressive of all the dinners I've ever had on comparable flights in economy. No one expects great wine in economy but the red wine I had on this flight was at the low end of that already low range. On the outbound flight I had a couple of packages of macadamia nuts, a VERY impressive and delicious improvement over the tiny bags of peanuts you get on a Delta flight. But on the return flight there were no nuts at all (I was looking forward to them). The movie/TV selection was good enough but not exceptional. The breakfast was  better than the dinner the night before so that slightly redeemed the meal aspect of the flight. The flight crew was very friendly and accommodating but how much can they do for you in economy? It was really a great flight, but only because I had 3 seats to be able to lie down and sleep comfortably. I would still opt again for this flight just because it's so much more convenient than connecting through any other airport.",https://media-cdn.tripadvisor.com/media/photo-t/03/b9/ef/f7/nigerdave.jpg,https://www.tripadvisor.com/Profile/Nigerdave,Nigerdave wrote a review Dec 2018,Nigerdave,"Cazenovia, New York",240 contributions,78 helpful votes,Nairobi - New York City,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r639610294-Kenya_Airways-World.html,The newly inaugurated KQ flight from New York to Nairobi is a great convenience,Date of travel: December 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
"they dropped 2 times in 15 days On my way bangkok I missed my connection in nairobi because the flight from douala was delayed for more than 4 hours On the way back flight was  cancelled I have missed my appointment and incomes. The way their staff is handling layover is a disaster... it tooks one month to get an answer to my official complaint The compensation offered is a joke compared to the lost and disagrementsa 150 USD voucher !!!!!!  sorry unncacceptable, therefore I will go for  legal matter and court if necessary  Service on board is mickey mouse, planes are not in  a great shape, dirty, siege partially broken audio system is poor it will cost me more and take more time, but I will fly throught Europe and then connect  to Asia I strongly suggest not to use them especially If you have connection",https://media-cdn.tripadvisor.com/media/photo-o/15/b8/dd/34/nicolas-l.jpg,https://www.tripadvisor.com/Profile/nicolaslerat1961,nicolas lerat wrote a review Dec 2018,nicolas lerat,,5 contributions,,Douala - Bangkok,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r639530071-Kenya_Airways-World.html,never again,Date of travel: November 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"In a simple slip-of-mind, the leader of my group advised me that my departure date was incorrect by one day. This error was realized 3 months before the flight. There was a comparable flight on the same airline that was available one day earlier for the same price that I paid. The service agent insisted on a $300 fee and refused to allow me to speak with a supervisor. Filing a complaint with the corporate office yielded an equally unhelpful response. The change would have incurred no inconvenience or loss of revenue to the airline, but their insistence on enforcing this absurd change fee reflects the fact that they are a mercenary airline, whose only interest is squeezing the customer for their money. Very disappointing. I can't recommend this airline to anyone and I won't fly it again, especially when there are more reputable competitors flying to Kenya.",https://media-cdn.tripadvisor.com/media/photo-t/15/b8/da/d2/michael-s.jpg,https://www.tripadvisor.com/Profile/michaelsG2828OY,M S wrote a review Dec 2018,M S,,1 contribution,,New York City - Nairobi,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r639526963-Kenya_Airways-World.html,Poor Service and Flexibility,Date of travel: December 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
I was upgraded to business class for $150.00..the seats laid down and the blankets were super thick and soft. The food and service was ok..my return was in economy..the flight was not full so I was entitled to the 3 seats in my row...providing sleeping comfort! The food again was just ok.  Most of the movies were older...the flight attendants were very friendly..and we  arrived early on both flights!,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/77/ae/default-avatar-2020-2.jpg,https://www.tripadvisor.com/Profile/luckylou56,luckylou56 wrote a review Dec 2018,luckylou56,"Bloomsburg, Pennsylvania",265 contributions,113 helpful votes,New York City - Entebbe,International,Business Class,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r639448108-Kenya_Airways-World.html,business v. economy,Date of travel: November 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
"I was due for a layover in Nairobi Airport before flying on to South Africa. Once I arrived I went through security and went to my gate. After waiting I went through the security check and was waiting at the gate. Then they asked everybody to leave the gate waiting area because they had downgraded the plane and they were going to be reassigning seats. Also, Not everybody would make it onto the flight. Everybody was asking why they would downsize the plane if they know how many tickets they sold and that not everybody would make it on the plane. Nobody could give an answer. The layover ended up being a 5 hour delay. Very poor service.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f2/59/default-avatar-2020-24.jpg,https://www.tripadvisor.com/Profile/Simma718,Simma wrote a review Dec 2018,Simma,"Saratoga Springs, New York",2 contributions,,New York City - Johannesburg,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r639445522-Kenya_Airways-World.html,Disappointing.,Date of travel: November 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_30
"My husband and I had the most terrible trip with Kenya Airways today. We were supposed to have a 1-hour stop-over on our way to a much anticipated and relaxing holiday at Zanzibar. But then this happened...

We got onto our connecting flight on time. After driving to the point where we should’ve taken off, the pilot announced that there were some technical difficulties that should be checked. So we drove back to the ‘parking spot’. And there we sat. In a closed airplane. For at least an hour.

I should also probably say that this was an early morning flight, so we would’ve gotten breakfast. But alas, no.

After an hour in the plane we were asked to get off as it was not safe to fly.

Then we followed a guy to the domestic flights desk and there we were for another 2 hours (without any food in the vacinity) just trying to get a new flight ASAP. It took exactly 1,5hours for the manager to show up, and after a lot of fighting we heard that we could get a flight later that evening.

So, we got a flight - yeah! On the same day that we paid for - yeah! And we got 4 hours in a hotel to freshen up plus lunch - yeah!

However, I’m still quite angry. I missed my first day of my 7 days in Zanzibar (I know I sound so spoiled). But, hey, they say time is money. And this time was not worth the money.

Think twice before you choose Kenya Airways as a stop-over on your way to a nice idyllic holiday. It might just make you more stressed out than you were before.",https://media-cdn.tripadvisor.com/media/photo-o/15/b2/d3/86/marike-s.jpg,https://www.tripadvisor.com/Profile/MarikeSpang,MarikeSpang wrote a review Dec 2018,MarikeSpang,,2 contributions,1 helpful vote,Cape Town Central - Zanzibar Island,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r639087882-Kenya_Airways-World.html,Kenya Airways ruined the beginning of a much needed holiday in Zanzibar!,Date of travel: December 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"I was travelling with my daughter who needed special assistance so double checked this at every stage. At check in i asked if a wheelchair had been arranged at Nairobi and for our connecting flight to Mombasa as was told yes, not so in reality. Had pre booked a right aisle seat to allow my daughter to stretch her right leg out but when on the plane found they had given us a middle and left aisle seat so ended up asking to swap seats with another traveller.

Was told by check in that our luggage would go straight to Mombasa so no need to collect it at Nairobi. Incorrect information and it was only due to the fact that the person who was pushing the wheelchair (when they eventually got us one) saying we needed to collect it we would have left it at Nairobi airport. That would have meant we'd have been without our luggage for the first couple of days of our holiday.

That said it was reasonably priced and got us to our destination. The cabin staff were good it was the check in staff that let them down. When checking in at Mombasa for our return flight the check in lady was extremely rude and wanted to know why my daughter was in the wheelchair. Considering she was in a full leg brace I'd have said it was obviously needed. They need to have a little more consideration for disabled travellers and just because my daughter is young does not mean she doesn't require assistance.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f4/5d/default-avatar-2020-32.jpg,https://www.tripadvisor.com/Profile/483mandyr,mandy r wrote a review Dec 2018,mandy r,"Gloucester, United Kingdom",39 contributions,25 helpful votes,London - Mombasa,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r638669740-Kenya_Airways-World.html,Special Assistance was erratic,Date of travel: November 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
